TR42,59,JobCat11,married,secondary,no,2343,yes,no,unknown,5,may,1,-1,0,unknown,yes
TR44,41,JobCat9,married,secondary,no,1270,yes,no,unknown,5,may,1,-1,0,unknown,yes
TR62,55,JobCat7,married,secondary,no,2476,yes,no,unknown,5,may,1,-1,0,unknown,yes
TR205,56,JobCat6,married,tertiary,no,830,yes,yes,unknown,6,may,1,-1,0,unknown,yes
TR206,60,JobCat2,divorced,secondary,no,545,yes,no,unknown,6,may,1,-1,0,unknown,yes
TR273,55,JobCat10,divorced,secondary,no,387,yes,no,unknown,6,may,1,-1,0,unknown,yes
TR306,26,JobCat7,single,secondary,no,5090,yes,no,unknown,6,may,3,-1,0,unknown,yes
TR378,34,JobCat9,married,secondary,no,368,yes,yes,unknown,6,may,2,-1,0,unknown,yes
TR457,35,JobCat11,single,secondary,no,245,yes,yes,unknown,7,may,2,-1,0,unknown,yes
TR472,45,JobCat3,married,secondary,no,154,yes,no,unknown,7,may,1,-1,0,unknown,yes
TR480,53,JobCat7,divorced,primary,no,-291,yes,yes,unknown,7,may,1,-1,0,unknown,yes
TR604,27,JobCat6,married,tertiary,no,199,yes,yes,unknown,7,may,4,-1,0,unknown,yes
TR628,37,JobCat3,married,primary,no,70,no,no,unknown,8,may,1,-1,0,unknown,yes
TR640,30,JobCat3,single,primary,no,611,yes,no,unknown,8,may,3,-1,0,unknown,yes
TR679,41,JobCat11,married,secondary,no,55,yes,no,unknown,8,may,2,-1,0,unknown,yes
TR731,43,JobCat6,single,tertiary,no,2067,yes,no,unknown,8,may,1,-1,0,unknown,yes
TR811,35,JobCat10,single,secondary,no,381,yes,no,unknown,8,may,2,-1,0,unknown,yes
TR884,33,JobCat3,single,secondary,no,40,yes,no,unknown,9,may,4,-1,0,unknown,yes
TR885,29,JobCat9,single,tertiary,no,22,yes,no,unknown,9,may,3,-1,0,unknown,yes
TR898,43,JobCat3,single,secondary,no,3,yes,no,unknown,9,may,3,-1,0,unknown,yes
TR906,29,JobCat11,married,secondary,no,307,yes,no,unknown,9,may,1,-1,0,unknown,yes
TR907,26,JobCat3,single,secondary,no,759,yes,no,unknown,9,may,1,-1,0,unknown,yes
TR961,60,JobCat9,married,primary,no,65,yes,no,unknown,9,may,2,-1,0,unknown,yes
TR966,24,JobCat3,single,secondary,no,82,yes,no,unknown,9,may,1,-1,0,unknown,yes
TR981,40,JobCat3,married,secondary,no,10,yes,no,unknown,9,may,2,-1,0,unknown,yes
TR989,26,JobCat3,single,secondary,no,-197,yes,no,unknown,9,may,2,-1,0,unknown,yes
TR1103,45,JobCat3,married,primary,no,101,yes,no,unknown,12,may,5,-1,0,unknown,yes
TR1128,30,JobCat6,single,tertiary,no,311,no,no,unknown,12,may,2,-1,0,unknown,yes
TR1259,33,JobCat3,married,primary,no,414,no,no,unknown,13,may,4,-1,0,unknown,yes
TR1269,31,JobCat6,divorced,secondary,no,5,yes,no,unknown,13,may,1,-1,0,unknown,yes
TR1292,22,JobCat7,single,secondary,yes,-122,yes,no,unknown,13,may,1,-1,0,unknown,yes
TR1293,54,JobCat2,divorced,tertiary,no,0,no,no,unknown,13,may,1,-1,0,unknown,yes
TR1302,32,JobCat3,divorced,secondary,no,383,yes,no,unknown,13,may,1,-1,0,unknown,yes
TR1336,21,JobCat4,single,primary,no,4,yes,no,unknown,13,may,2,-1,0,unknown,yes
TR1360,52,JobCat6,married,unknown,no,2240,yes,no,unknown,13,may,1,-1,0,unknown,yes
TR1370,35,JobCat4,divorced,secondary,no,175,yes,yes,unknown,13,may,6,-1,0,unknown,yes
TR1477,33,JobCat3,divorced,primary,no,300,yes,no,unknown,13,may,2,-1,0,unknown,yes
TR1485,43,JobCat9,married,secondary,no,3285,yes,no,unknown,13,may,2,-1,0,unknown,yes
TR1521,53,JobCat9,divorced,primary,no,1443,yes,no,unknown,14,may,1,-1,0,unknown,yes
TR1528,48,JobCat3,divorced,primary,no,24,yes,no,unknown,14,may,1,-1,0,unknown,yes
TR1540,41,JobCat3,single,primary,no,1618,yes,no,unknown,14,may,1,-1,0,unknown,yes
TR1545,37,JobCat6,divorced,tertiary,no,517,yes,yes,unknown,14,may,1,-1,0,unknown,yes
TR1554,59,JobCat2,married,secondary,no,1521,yes,yes,unknown,14,may,2,-1,0,unknown,yes
TR1566,41,JobCat3,married,secondary,no,2823,yes,no,unknown,14,may,1,-1,0,unknown,yes
TR1569,48,JobCat3,married,secondary,no,1405,yes,no,unknown,14,may,2,-1,0,unknown,yes
TR1610,40,JobCat9,single,unknown,no,3652,yes,no,unknown,14,may,2,-1,0,unknown,yes
TR1623,57,JobCat9,married,tertiary,no,-1,no,no,unknown,14,may,2,-1,0,unknown,yes
TR1636,51,JobCat3,married,secondary,no,7180,yes,no,unknown,14,may,1,-1,0,unknown,yes
TR1745,41,JobCat3,married,secondary,no,1384,yes,no,unknown,15,may,4,-1,0,unknown,yes
TR1747,46,JobCat11,married,secondary,no,556,yes,yes,unknown,15,may,3,-1,0,unknown,yes
TR1808,59,JobCat3,married,primary,no,320,yes,no,unknown,15,may,1,-1,0,unknown,yes
TR1811,44,JobCat3,married,unknown,no,146,yes,no,unknown,15,may,1,-1,0,unknown,yes
TR1822,49,JobCat11,single,secondary,no,716,yes,no,unknown,15,may,3,-1,0,unknown,yes
TR1831,50,JobCat4,married,primary,no,461,yes,no,unknown,15,may,32,-1,0,unknown,yes
TR1860,41,JobCat11,married,primary,no,-306,yes,no,unknown,15,may,1,-1,0,unknown,yes
TR1902,44,JobCat9,married,tertiary,no,4580,yes,no,unknown,15,may,2,-1,0,unknown,yes
TR1924,60,JobCat7,single,primary,no,313,yes,no,unknown,15,may,2,-1,0,unknown,yes
TR1925,27,JobCat6,married,tertiary,no,10576,no,no,unknown,15,may,2,-1,0,unknown,yes
TR1928,41,JobCat2,divorced,primary,no,-233,yes,no,unknown,15,may,2,-1,0,unknown,yes
TR1960,30,JobCat7,single,secondary,no,772,yes,no,unknown,15,may,3,-1,0,unknown,yes
TR2027,31,JobCat6,married,tertiary,no,273,yes,no,unknown,16,may,1,-1,0,unknown,yes
TR2031,29,JobCat8,single,tertiary,no,144,yes,no,unknown,16,may,1,-1,0,unknown,yes
TR2040,45,JobCat3,married,primary,no,804,yes,no,unknown,16,may,1,-1,0,unknown,yes
TR2082,25,JobCat9,single,secondary,no,1742,yes,no,unknown,16,may,1,-1,0,unknown,yes
TR2091,35,JobCat7,divorced,secondary,no,49,yes,no,unknown,16,may,2,-1,0,unknown,yes
TR2098,31,JobCat3,single,secondary,no,-416,yes,no,unknown,16,may,2,-1,0,unknown,yes
TR2101,22,JobCat9,single,secondary,no,409,yes,no,unknown,16,may,1,-1,0,unknown,yes
TR2124,25,JobCat9,single,tertiary,no,3706,yes,no,unknown,16,may,1,-1,0,unknown,yes
TR2183,54,JobCat6,single,tertiary,no,4393,yes,no,unknown,16,may,3,-1,0,unknown,yes
TR2193,28,JobCat9,single,secondary,no,863,yes,no,unknown,16,may,5,-1,0,unknown,yes
TR2215,32,JobCat3,married,primary,no,695,yes,yes,unknown,16,may,4,-1,0,unknown,yes
TR2221,35,JobCat6,single,secondary,no,792,yes,no,unknown,16,may,4,-1,0,unknown,yes
TR2250,41,JobCat11,single,secondary,no,1020,yes,no,unknown,19,may,1,-1,0,unknown,yes
TR2345,43,JobCat7,divorced,secondary,no,1040,yes,no,unknown,19,may,3,-1,0,unknown,yes
TR2367,35,JobCat6,divorced,tertiary,no,122,yes,no,unknown,19,may,2,-1,0,unknown,yes
TR2372,41,JobCat9,married,secondary,no,501,yes,no,unknown,19,may,5,-1,0,unknown,yes
TR2413,34,JobCat3,married,secondary,no,4438,yes,no,unknown,20,may,1,-1,0,unknown,yes
TR2429,27,JobCat7,single,secondary,no,271,yes,no,unknown,20,may,2,-1,0,unknown,yes
TR2430,33,JobCat3,married,primary,no,102,yes,no,unknown,20,may,1,-1,0,unknown,yes
TR2444,29,JobCat3,married,secondary,no,2,yes,no,unknown,20,may,2,-1,0,unknown,yes
TR2476,33,JobCat7,married,secondary,no,4170,yes,no,unknown,20,may,1,-1,0,unknown,yes
TR2529,32,JobCat9,single,secondary,no,85,yes,no,unknown,20,may,4,-1,0,unknown,yes
TR2544,29,JobCat11,single,secondary,no,431,yes,yes,unknown,20,may,1,-1,0,unknown,yes
TR2549,44,JobCat9,divorced,secondary,no,982,yes,no,unknown,20,may,3,-1,0,unknown,yes
TR2571,34,JobCat3,married,primary,no,408,yes,yes,unknown,20,may,2,-1,0,unknown,yes
TR2596,33,JobCat3,married,unknown,no,4822,yes,no,unknown,20,may,2,-1,0,unknown,yes
TR2617,41,JobCat3,married,primary,no,1250,yes,no,unknown,20,may,2,-1,0,unknown,yes
TR2653,29,JobCat3,single,primary,no,216,yes,no,unknown,21,may,1,-1,0,unknown,yes
TR2697,28,JobCat3,single,secondary,yes,239,yes,no,unknown,21,may,1,-1,0,unknown,yes
TR2712,35,JobCat9,single,secondary,no,1211,yes,no,unknown,21,may,1,-1,0,unknown,yes
TR2724,54,JobCat6,divorced,tertiary,no,487,yes,no,unknown,21,may,4,-1,0,unknown,yes
TR2754,29,JobCat6,single,tertiary,no,825,yes,no,unknown,21,may,2,-1,0,unknown,yes
TR2783,30,JobCat7,single,secondary,no,-198,yes,no,unknown,21,may,3,-1,0,unknown,yes
TR2786,28,JobCat9,single,tertiary,no,1289,yes,no,unknown,21,may,2,-1,0,unknown,yes
TR2788,30,JobCat9,single,tertiary,no,4665,yes,no,unknown,21,may,2,-1,0,unknown,yes
TR2841,35,JobCat9,single,secondary,no,3326,yes,no,unknown,21,may,1,-1,0,unknown,yes
TR2849,36,JobCat3,married,secondary,no,622,yes,no,unknown,21,may,2,-1,0,unknown,yes
TR2862,31,JobCat3,married,secondary,no,0,yes,no,unknown,21,may,3,-1,0,unknown,yes
TR2885,33,JobCat8,divorced,tertiary,no,1354,yes,no,unknown,23,may,2,-1,0,unknown,yes
TR2897,28,JobCat3,single,secondary,no,239,yes,no,unknown,23,may,1,-1,0,unknown,yes
TR2903,28,JobCat3,married,secondary,no,278,yes,yes,unknown,23,may,1,-1,0,unknown,yes
TR3050,44,JobCat6,divorced,tertiary,no,5773,no,no,unknown,23,may,6,-1,0,unknown,yes
TR3066,29,JobCat3,married,secondary,no,2910,yes,no,unknown,23,may,2,-1,0,unknown,yes
TR3127,28,JobCat9,married,tertiary,no,541,yes,no,unknown,26,may,2,-1,0,unknown,yes
TR3148,44,JobCat9,divorced,secondary,no,1262,yes,no,unknown,26,may,11,-1,0,unknown,yes
TR3194,45,JobCat3,married,secondary,no,61,yes,no,unknown,26,may,4,-1,0,unknown,yes
TR3238,30,JobCat11,single,secondary,no,620,yes,no,unknown,26,may,3,-1,0,unknown,yes
TR3244,35,JobCat3,divorced,secondary,no,316,yes,no,unknown,26,may,2,-1,0,unknown,yes
TR3278,36,JobCat11,divorced,secondary,no,198,yes,no,unknown,26,may,2,-1,0,unknown,yes
TR3281,26,JobCat11,single,secondary,no,460,yes,no,unknown,26,may,6,-1,0,unknown,yes
TR3299,28,JobCat7,married,secondary,no,129,yes,no,unknown,26,may,7,-1,0,unknown,yes
TR3316,59,JobCat7,married,secondary,no,-22,yes,no,unknown,26,may,3,-1,0,unknown,yes
TR3325,24,JobCat7,single,secondary,no,901,yes,no,unknown,26,may,2,-1,0,unknown,yes
TR3384,53,JobCat9,married,secondary,no,-725,yes,no,unknown,27,may,1,-1,0,unknown,yes
TR3447,35,JobCat11,married,secondary,no,274,yes,no,unknown,27,may,3,-1,0,unknown,yes
TR3464,22,JobCat8,single,tertiary,no,2984,yes,no,unknown,27,may,1,-1,0,unknown,yes
TR3478,28,JobCat11,single,secondary,no,-213,yes,yes,unknown,27,may,1,-1,0,unknown,yes
TR3636,24,JobCat6,single,tertiary,no,6840,yes,no,unknown,28,may,2,-1,0,unknown,yes
TR3637,24,JobCat9,single,secondary,no,668,yes,no,unknown,28,may,3,-1,0,unknown,yes
TR3715,26,JobCat6,married,secondary,no,292,yes,no,unknown,28,may,1,-1,0,unknown,yes
TR3716,21,JobCat7,single,secondary,no,665,yes,no,unknown,28,may,1,-1,0,unknown,yes
TR3732,25,JobCat3,single,secondary,no,294,yes,yes,unknown,28,may,2,-1,0,unknown,yes
TR3742,46,JobCat9,married,secondary,no,57,no,no,unknown,28,may,1,-1,0,unknown,yes
TR3752,21,JobCat5,single,unknown,no,854,yes,no,unknown,28,may,2,-1,0,unknown,yes
TR3770,32,JobCat6,single,tertiary,no,1058,yes,no,unknown,28,may,2,-1,0,unknown,yes
TR3864,51,JobCat4,married,unknown,no,606,yes,no,unknown,28,may,9,-1,0,unknown,yes
TR3883,33,JobCat3,married,secondary,no,0,yes,yes,unknown,29,may,1,-1,0,unknown,yes
TR3910,25,JobCat3,single,secondary,no,2486,yes,no,unknown,29,may,1,-1,0,unknown,yes
TR3958,60,JobCat3,divorced,secondary,no,0,yes,no,unknown,29,may,1,-1,0,unknown,yes
TR3980,56,JobCat9,married,secondary,no,589,yes,no,unknown,29,may,2,-1,0,unknown,yes
TR4000,31,JobCat3,single,primary,no,127,yes,no,unknown,29,may,2,-1,0,unknown,yes
TR4004,25,JobCat6,single,tertiary,no,12956,yes,no,unknown,29,may,3,-1,0,unknown,yes
TR4013,28,JobCat11,married,secondary,no,873,yes,no,unknown,29,may,3,-1,0,unknown,yes
TR4027,45,JobCat3,divorced,primary,no,594,yes,no,unknown,29,may,2,-1,0,unknown,yes
TR4065,27,JobCat3,single,secondary,no,-20,yes,no,unknown,29,may,2,-1,0,unknown,yes
TR4067,36,JobCat6,divorced,tertiary,no,4692,yes,no,unknown,29,may,2,-1,0,unknown,yes
TR4109,40,JobCat9,single,secondary,no,5637,yes,no,unknown,30,may,3,-1,0,unknown,yes
TR4126,36,JobCat9,married,secondary,no,226,yes,no,unknown,30,may,3,-1,0,unknown,yes
TR4159,36,JobCat11,divorced,secondary,no,19,yes,no,unknown,30,may,2,-1,0,unknown,yes
